trade_id,asset,direction,limit_created_bar,entry_time_utc,hour_utc,session_utc,weekday,sub_periodo,fate,filled,fill_bar,exit_bar,outcome,pnl_usd,pnl_r,n_d1_closed_days,momentum_roc_atr_10,div_alignment,legacy_aligned_with_d1,closed_dist_ema20_atr,forming_dist_ema20_atr,closed_ema20_slope,forming_ema20_slope,closed_dist_ema50_atr,forming_dist_ema50_atr,closed_ema50_slope,forming_ema50_slope,closed_dist_ema200_atr,forming_dist_ema200_atr,closed_ema200_slope,forming_ema200_slope,closed_ret_1d,forming_ret_1d,closed_ret_3d,forming_ret_3d,closed_ret_5d,forming_ret_5d,closed_ret_10d,forming_ret_10d,closed_rsi14,closed_rsi14_delta,forming_rsi14,forming_rsi14_delta,closed_atr14,closed_atr14_pct,closed_swing_high_type,closed_swing_high_age_days,closed_swing_low_type,closed_swing_low_age_days,aligned_closed_dist_ema20_atr,aligned_forming_dist_ema20_atr,aligned_closed_ema20_slope,aligned_forming_ema20_slope,aligned_closed_dist_ema50_atr,aligned_forming_dist_ema50_atr,aligned_closed_ema50_slope,aligned_forming_ema50_slope,aligned_closed_dist_ema200_atr,aligned_forming_dist_ema200_atr,aligned_closed_ema200_slope,aligned_forming_ema200_slope,aligned_closed_ret_1d,aligned_forming_ret_1d,aligned_closed_ret_3d,aligned_forming_ret_3d,aligned_closed_ret_5d,aligned_forming_ret_5d,aligned_closed_ret_10d,aligned_forming_ret_10d,aligned_closed_rsi14_delta,aligned_forming_rsi14_delta
L01709,XAU,LONG,52855,2026-01-13T11:25:03+00:00,11,Londres,Tuesday,sub2,FILLED_CLOSED,True,52856.0,52858.0,win,1.458544039543085,0.901145723507754,193,0.6862297280959283,NONE,True,2.2133569964688204,1.899672486413793,0.8005551662393532,0.826178969909468,3.91029046285813,3.6476863217009607,0.6402821298638295,0.6571183249584103,9.210914129667763,9.006675789826767,0.4190822212397535,0.425555085752543,0.019435471798539706,-0.0021347872424435864,0.03163945603575075,0.024463490364647462,0.03320349859260175,0.020535309037511627,0.014147552853933714,0.05895169992423025,70.20905210816497,8.57546948742872,69.00814135559787,5.914664844550046,86.29165996675852,1.877247883688109,HH,10.0,HL,2.0,2.2133569964688204,1.899672486413793,0.8005551662393532,0.826178969909468,3.91029046285813,3.6476863217009607,0.6402821298638295,0.6571183249584103,9.210914129667763,9.006675789826767,0.4190822212397535,0.425555085752543,0.019435471798539706,-0.0021347872424435864,0.03163945603575075,0.024463490364647462,0.03320349859260175,0.020535309037511627,0.014147552853933714,0.05895169992423025,8.57546948742872,5.914664844550046
L01710,XAU,SHORT,52860,2026-01-13T11:50:03+00:00,11,Londres,Tuesday,sub2,FILLED_CLOSED,True,52861.0,52866.0,win,5.284170425016782,0.9706107657349162,193,-0.19601322564586815,NONE,False,2.2133569964688204,1.8976698650263253,0.8005551662393532,0.8259681676581578,3.91029046285813,3.6455596989891985,0.6402821298638295,0.6570315240313945,9.210914129667763,9.004484390303798,0.4190822212397535,0.4255330616367341,0.019435471798539706,-0.002176338690859596,0.03163945603575075,0.02442083135486363,0.03320349859260175,0.020492813598540462,0.014147552853933714,0.05890760481361621,70.20905210816497,8.57546948742872,68.98517431922656,5.8916978081787335,86.29165996675852,1.877247883688109,HH,10.0,HL,2.0,-2.2133569964688204,-1.8976698650263253,-0.8005551662393532,-0.8259681676581578,-3.91029046285813,-3.6455596989891985,-0.6402821298638295,-0.6570315240313945,-9.210914129667763,-9.004484390303798,-0.4190822212397535,-0.4255330616367341,-0.019435471798539706,0.002176338690859596,-0.03163945603575075,-0.02442083135486363,-0.03320349859260175,-0.020492813598540462,-0.014147552853933714,-0.05890760481361621,-8.57546948742872,-5.8916978081787335
L01711,XAU,LONG,52869,2026-01-13T12:35:03+00:00,12,Londres/NY (overlap),Tuesday,sub2,FILLED_CLOSED,True,52870.0,52871.0,win,5.935761171749618,0.9737522525092737,193,-1.4959611514146534,NONE,True,2.2133569964688204,1.8677668482877867,0.8005551662393532,0.8228204816856879,3.91029046285813,3.61380510226686,0.6402821298638295,0.6557354180427248,9.210914129667763,8.97176255030633,0.4190822212397535,0.4252041989231927,0.019435471798539706,-0.002796782308046052,0.03163945603575075,0.023783849700917813,0.03320349859260175,0.019858274373692697,0.014147552853933714,0.05824917939229995,70.20905210816497,8.57546948742872,68.64404140348904,5.550564892441216,86.29165996675852,1.877247883688109,HH,10.0,HL,2.0,2.2133569964688204,1.8677668482877867,0.8005551662393532,0.8228204816856879,3.91029046285813,3.61380510226686,0.6402821298638295,0.6557354180427248,9.210914129667763,8.97176255030633,0.4190822212397535,0.4252041989231927,0.019435471798539706,-0.002796782308046052,0.03163945603575075,0.023783849700917813,0.03320349859260175,0.019858274373692697,0.014147552853933714,0.05824917939229995,8.57546948742872,5.550564892441216
L01712,XAU,SHORT,52898,2026-01-13T15:00:03+00:00,15,Londres/NY (overlap),Tuesday,sub2,FILLED_CLOSED,True,52899.0,52901.0,win,13.739768077839472,0.9884890165717983,193,-0.07945468738116912,NONE,False,2.2133569964688204,2.2401076373545754,0.8005551662393532,0.862014248955869,3.91029046285813,4.009201048551399,0.6402821298638295,0.6718740280951548,9.210914129667763,9.37920223543597,0.4190822212397535,0.4292990701305228,0.019435471798539706,0.004928741441434963,0.03163945603575075,0.031715298682305666,0.03320349859260175,0.02775931117340805,0.014147552853933714,0.06644763786417134,70.20905210816497,8.57546948742872,71.35976866450956,8.266292153461734,86.29165996675852,1.877247883688109,HH,10.0,HL,2.0,-2.2133569964688204,-2.2401076373545754,-0.8005551662393532,-0.862014248955869,-3.91029046285813,-4.009201048551399,-0.6402821298638295,-0.6718740280951548,-9.210914129667763,-9.37920223543597,-0.4190822212397535,-0.4292990701305228,-0.019435471798539706,-0.004928741441434963,-0.03163945603575075,-0.031715298682305666,-0.03320349859260175,-0.02775931117340805,-0.014147552853933714,-0.06644763786417134,-8.57546948742872,-8.266292153461734
L01713,XAU,LONG,52967,2026-01-13T20:45:03+00:00,20,Nueva York,Tuesday,sub2,FILLED_CLOSED,True,52968.0,52995.0,win,16.95472714469627,0.9036435576927767,193,-1.2252660503538557,NONE,True,2.2133569964688204,1.9229280583373645,0.8005551662393532,0.8286269248487969,3.91029046285813,3.6723818671182573,0.6402821298638295,0.6581263064040144,9.210914129667763,9.03212356020347,0.4190822212397535,0.4258108422387408,0.019435471798539706,-0.0016522683283765837,0.03163945603575075,0.02495887090758272,0.03320349859260175,0.021028790103679886,0.014147552853933714,0.05946375728204195,70.20905210816497,8.57546948742872,69.27597183189039,6.182495320842563,86.29165996675852,1.877247883688109,HH,10.0,HL,2.0,2.2133569964688204,1.9229280583373645,0.8005551662393532,0.8286269248487969,3.91029046285813,3.6723818671182573,0.6402821298638295,0.6581263064040144,9.210914129667763,9.03212356020347,0.4190822212397535,0.4258108422387408,0.019435471798539706,-0.0016522683283765837,0.03163945603575075,0.02495887090758272,0.03320349859260175,0.021028790103679886,0.014147552853933714,0.05946375728204195,8.57546948742872,6.182495320842563
L01714,XAU,SHORT,53019,2026-01-14T02:05:03+00:00,2,Asia,Wednesday,sub2,FILLED_CLOSED,True,53020.0,53022.0,loss,-5.905685717081724,-1.0278469808267054,194,0.5104183939483113,NONE,,1.9292593066513133,2.0474310936955735,0.8402632782726642,0.9389283039396834,3.7076660009457565,3.882872268112357,0.6684696218979519,0.715833403304947,9.16041398312062,9.399636127856578,0.4329692951781563,0.4473302578905733,-0.0022100584526633413,0.0061699943661382185,0.024386212786714264,0.023458469863552912,0.020458327771102947,0.03571061468211506,0.05887182082332714,0.06363386396893665,68.966547382322,5.87307087127418,70.5310435673681,5.346296814284969,84.8060413977043,1.8490151512008217,HH,11.0,HL,3.0,-1.9292593066513133,-2.0474310936955735,-0.8402632782726642,-0.9389283039396834,-3.7076660009457565,-3.882872268112357,-0.6684696218979519,-0.715833403304947,-9.16041398312062,-9.399636127856578,-0.4329692951781563,-0.4473302578905733,0.0022100584526633413,-0.0061699943661382185,-0.024386212786714264,-0.023458469863552912,-0.020458327771102947,-0.03571061468211506,-0.05887182082332714,-0.06363386396893665,-5.87307087127418,-5.346296814284969
L01715,XAU,SHORT,53031,2026-01-14T03:05:03+00:00,3,Asia,Wednesday,sub2,FILLED_CLOSED,True,53032.0,53035.0,win,3.9135516483647734,0.9607222360703127,194,-0.3626769854480241,NONE,,1.9292593066513133,2.0936688148603855,0.8402632782726642,0.9437954324833506,3.7076660009457565,3.9319730060675613,0.6684696218979519,0.7178375150582218,9.16041398312062,9.450232471597808,0.4329692951781563,0.4478387638578223,-0.0022100584526633413,0.007114930780246408,0.024386212786714264,0.02441964260962627,0.020458327771102947,0.036683293930921373,0.05887182082332714,0.06463276711151746,68.966547382322,5.87307087127418,70.7568242413912,5.572077488308068,84.8060413977043,1.8490151512008217,HH,11.0,HL,3.0,-1.9292593066513133,-2.0936688148603855,-0.8402632782726642,-0.9437954324833506,-3.7076660009457565,-3.9319730060675613,-0.6684696218979519,-0.7178375150582218,-9.16041398312062,-9.450232471597808,-0.4329692951781563,-0.4478387638578223,0.0022100584526633413,-0.007114930780246408,-0.024386212786714264,-0.02441964260962627,-0.020458327771102947,-0.036683293930921373,-0.05887182082332714,-0.06463276711151746,-5.87307087127418,-5.572077488308068
L01716,XAU,SHORT,53064,2026-01-14T05:50:03+00:00,5,Asia,Wednesday,sub2,EXPIRED,False,,,,,,194,1.1991076087035515,NONE,,1.9292593066513133,2.2524389501567987,0.8402632782726642,0.9605080783040201,3.7076660009457565,4.100574109493775,0.6684696218979519,0.7247191927490914,9.16041398312062,9.623969155390341,0.4329692951781563,0.4495848611823704,-0.0022100584526633413,0.010359633990849843,0.024386212786714264,0.02772009780276447,0.020458327771102947,0.04002325991632347,0.05887182082332714,0.06806278016363665,68.966547382322,5.87307087127418,71.50644404897488,6.321697295891752,84.8060413977043,1.8490151512008217,HH,11.0,HL,3.0,-1.9292593066513133,-2.2524389501567987,-0.8402632782726642,-0.9605080783040201,-3.7076660009457565,-4.100574109493775,-0.6684696218979519,-0.7247191927490914,-9.16041398312062,-9.623969155390341,-0.4329692951781563,-0.4495848611823704,0.0022100584526633413,-0.010359633990849843,-0.024386212786714264,-0.02772009780276447,-0.020458327771102947,-0.04002325991632347,-0.05887182082332714,-0.06806278016363665,-5.87307087127418,-6.321697295891752
L01717,XAU,SHORT,53131,2026-01-14T11:25:03+00:00,11,Londres,Wednesday,sub2,EXPIRED,False,,,,,,194,1.7587080759571585,NONE,,1.9292593066513133,2.2118662566658527,0.8402632782726642,0.9562372684628695,3.7076660009457565,4.057489174919807,0.6684696218979519,0.7229606239909624,9.16041398312062,9.579571856071498,0.4329692951781563,0.4491386571691176,-0.0022100584526633413,0.00953047081991013,0.024386212786714264,0.026876687568958224,0.020458327771102947,0.03916975295203882,0.05887182082332714,0.06718626224687753,68.966547382322,5.87307087127418,71.31856322875754,6.133816475674408,84.8060413977043,1.8490151512008217,HH,11.0,HL,3.0,-1.9292593066513133,-2.2118662566658527,-0.8402632782726642,-0.9562372684628695,-3.7076660009457565,-4.057489174919807,-0.6684696218979519,-0.7229606239909624,-9.16041398312062,-9.579571856071498,-0.4329692951781563,-0.4491386571691176,0.0022100584526633413,-0.00953047081991013,-0.024386212786714264,-0.026876687568958224,-0.020458327771102947,-0.03916975295203882,-0.05887182082332714,-0.06718626224687753,-5.87307087127418,-6.133816475674408
L01718,XAU,LONG,53138,2026-01-14T12:00:03+00:00,12,Londres/NY (overlap),Wednesday,sub2,EXPIRED,False,,,,,,194,-0.15593836351274598,NONE,,1.9292593066513133,2.259800285552205,0.8402632782726642,0.9612829557140651,3.7076660009457565,4.10839125513039,0.6684696218979519,0.7250382599179271,9.16041398312062,9.632024410854441,0.4329692951781563,0.44966581852372206,-0.0022100584526633413,0.010510073798356572,0.024386212786714264,0.02787312253621858,0.020458327771102947,0.04017811655722698,0.05887182082332714,0.06822181181300911,68.966547382322,5.87307087127418,71.54026883850713,6.355522085423999,84.8060413977043,1.8490151512008217,HH,11.0,HL,3.0,1.9292593066513133,2.259800285552205,0.8402632782726642,0.9612829557140651,3.7076660009457565,4.10839125513039,0.6684696218979519,0.7250382599179271,9.16041398312062,9.632024410854441,0.4329692951781563,0.44966581852372206,-0.0022100584526633413,0.010510073798356572,0.024386212786714264,0.02787312253621858,0.020458327771102947,0.04017811655722698,0.05887182082332714,0.06822181181300911,5.87307087127418,6.355522085423999
L01719,XAU,SHORT,53146,2026-01-14T12:40:03+00:00,12,Londres/NY (overlap),Wednesday,sub2,FILLED_CLOSED,True,53147.0,53149.0,loss,-4.487034572426637,-1.0369768249644744,194,-1.6078007293210967,NONE,,1.9292593066513133,2.2590001404005307,0.8402632782726642,0.9611987299086268,3.7076660009457565,4.107541565387284,0.6684696218979519,0.72500357870392,9.16041398312062,9.631148839608345,0.4329692951781563,0.44965701881270603,-0.0022100584526633413,0.01049372164536674,0.024386212786714264,0.027856489413017077,0.020458327771102947,0.04016128431365054,0.05887182082332714,0.0682045257641643,68.966547382322,5.87307087127418,71.53659612156014,6.351849368477005,84.8060413977043,1.8490151512008217,HH,11.0,HL,3.0,-1.9292593066513133,-2.2590001404005307,-0.8402632782726642,-0.9611987299086268,-3.7076660009457565,-4.107541565387284,-0.6684696218979519,-0.72500357870392,-9.16041398312062,-9.631148839608345,-0.4329692951781563,-0.44965701881270603,0.0022100584526633413,-0.01049372164536674,-0.024386212786714264,-0.027856489413017077,-0.020458327771102947,-0.04016128431365054,-0.05887182082332714,-0.0682045257641643,-5.87307087127418,-6.351849368477005
L01720,XAU,SHORT,53150,2026-01-14T13:00:03+00:00,13,Londres/NY (overlap),Wednesday,sub2,EXPIRED,False,,,,,,194,0.14465640740880414,NONE,,1.9292593066513133,2.264729179686531,0.8402632782726642,0.9618017866755708,3.7076660009457565,4.113625343947955,0.6684696218979519,0.7252518961961936,9.16041398312062,9.637417929730415,0.4329692951781563,0.44972002474358097,-0.0022100584526633413,0.010610803060774275,0.024386212786714264,0.027975582575140188,0.020458327771102947,0.04028180317765819,0.05887182082332714,0.06832829387389344,68.966547382322,5.87307087127418,71.5628718897911,6.378125136707965,84.8060413977043,1.8490151512008217,HH,11.0,HL,3.0,-1.9292593066513133,-2.264729179686531,-0.8402632782726642,-0.9618017866755708,-3.7076660009457565,-4.113625343947955,-0.6684696218979519,-0.7252518961961936,-9.16041398312062,-9.637417929730415,-0.4329692951781563,-0.44972002474358097,0.0022100584526633413,-0.010610803060774275,-0.024386212786714264,-0.027975582575140188,-0.020458327771102947,-0.04028180317765819,-0.05887182082332714,-0.06832829387389344,-5.87307087127418,-6.378125136707965
L01721,XAU,LONG,53157,2026-01-14T13:35:03+00:00,13,Londres/NY (overlap),Wednesday,sub2,FILLED_CLOSED,True,53158.0,53169.0,loss,-8.712231651636102,-1.0187085671339646,194,-0.5807944458813902,OPPOSED,,1.9292593066513133,2.2405221216978495,0.8402632782726642,0.9592536753083384,3.7076660009457565,4.087919396919719,0.6684696218979519,0.7242026738685166,9.16041398312062,9.610928980965111,0.4329692951781563,0.4494538041529702,-0.0022100584526633413,0.010116095925653986,0.024386212786714264,0.027472375154549436,0.020458327771102947,0.039772571701991055,0.05887182082332714,0.06780533327617409,68.966547382322,5.87307087127418,71.45151634597718,6.26676959289405,84.8060413977043,1.8490151512008217,HH,11.0,HL,3.0,1.9292593066513133,2.2405221216978495,0.8402632782726642,0.9592536753083384,3.7076660009457565,4.087919396919719,0.6684696218979519,0.7242026738685166,9.16041398312062,9.610928980965111,0.4329692951781563,0.4494538041529702,-0.0022100584526633413,0.010116095925653986,0.024386212786714264,0.027472375154549436,0.020458327771102947,0.039772571701991055,0.05887182082332714,0.06780533327617409,5.87307087127418,6.26676959289405
L01722,XAU,LONG,53177,2026-01-14T15:15:03+00:00,15,Londres/NY (overlap),Wednesday,sub2,FILLED_CLOSED,True,53179.0,53222.0,win,19.187792149536108,0.991730322573075,194,-1.6779402976956679,NONE,,1.9292593066513133,2.1207990698031836,0.8402632782726642,0.9466512487931188,3.7076660009457565,3.960783152957285,0.6684696218979519,0.719013439421065,9.16041398312062,9.479920173982185,0.4329692951781563,0.44813713272601025,-0.0022100584526633413,0.007669377780956236,0.024386212786714264,0.024983616373646534,0.020458327771102947,0.037254019203121116,0.05887182082332714,0.06521887940768317,68.966547382322,5.87307087127418,70.88769903027979,5.702952277196658,84.8060413977043,1.8490151512008217,HH,11.0,HL,3.0,1.9292593066513133,2.1207990698031836,0.8402632782726642,0.9466512487931188,3.7076660009457565,3.960783152957285,0.6684696218979519,0.719013439421065,9.16041398312062,9.479920173982185,0.4329692951781563,0.44813713272601025,-0.0022100584526633413,0.007669377780956236,0.024386212786714264,0.024983616373646534,0.020458327771102947,0.037254019203121116,0.05887182082332714,0.06521887940768317,5.87307087127418,5.702952277196658
L01723,XAU,SHORT,53234,2026-01-14T20:00:03+00:00,20,Nueva York,Wednesday,sub2,FILLED_CLOSED,True,53235.0,53235.0,win,6.869268692658807,0.9772380304416365,194,0.953027955667962,NONE,,1.9292593066513133,2.2305896532150578,0.8402632782726642,0.9582081523101509,3.7076660009457565,4.077371914908586,0.6684696218979519,0.7237721643986696,9.16041398312062,9.600060223230207,0.4329692951781563,0.4493445704068957,-0.0022100584526633413,0.009913111199873141,0.024386212786714264,0.02726590265187437,0.020458327771102947,0.03956362745172846,0.05887182082332714,0.06759075578984687,68.966547382322,5.87307087127418,71.40557299247544,6.220826239392309,84.8060413977043,1.8490151512008217,HH,11.0,HL,3.0,-1.9292593066513133,-2.2305896532150578,-0.8402632782726642,-0.9582081523101509,-3.7076660009457565,-4.077371914908586,-0.6684696218979519,-0.7237721643986696,-9.16041398312062,-9.600060223230207,-0.4329692951781563,-0.4493445704068957,0.0022100584526633413,-0.009913111199873141,-0.024386212786714264,-0.02726590265187437,-0.020458327771102947,-0.03956362745172846,-0.05887182082332714,-0.06759075578984687,-5.87307087127418,-6.220826239392309
L01724,XAU,LONG,53267,2026-01-14T23:45:03+00:00,23,Post-NY / transicion,Wednesday,sub2,FILLED_CLOSED,True,53268.0,53286.0,loss,-11.51236773332617,-1.0656572760172316,195,-2.252639281966827,NONE,,2.219438253182027,1.8743497350945686,0.9746147466634578,1.0387369467140029,4.107054326546087,3.8040004558454656,0.7385284861144039,0.7741900296861526,9.761841910907345,9.518391142398437,0.4595458241101613,0.4713702223498016,0.008609081506107393,-0.0026450279915555984,0.025939466520295124,0.0037180932192603447,0.03822131213398267,0.03047238041294808,0.06621225101463334,0.06829484813886667,71.10685694400202,5.922110190918886,69.5070903798953,-0.7019617282696657,82.79396701215406,1.7897381520029465,HH,12.0,HL,4.0,2.219438253182027,1.8743497350945686,0.9746147466634578,1.0387369467140029,4.107054326546087,3.8040004558454656,0.7385284861144039,0.7741900296861526,9.761841910907345,9.518391142398437,0.4595458241101613,0.4713702223498016,0.008609081506107393,-0.0026450279915555984,0.025939466520295124,0.0037180932192603447,0.03822131213398267,0.03047238041294808,0.06621225101463334,0.06829484813886667,5.922110190918886,-0.7019617282696657
L01725,XAU,LONG,53292,2026-01-15T01:50:03+00:00,1,Asia,Thursday,sub2,FILLED_CLOSED,True,53293.0,53310.0,loss,-20.895498988417785,-1.0077162358180638,195,-0.5099567961703243,NONE,,2.219438253182027,1.792259557828714,0.9746147466634578,1.0300958754228586,4.107054326546087,3.716827295467163,0.7385284861144039,0.7706319415074564,9.761841910907345,9.428562692334543,0.4595458241101613,0.47046742385669627,0.008609081506107393,-0.0042688797627688305,0.025939466520295124,0.0020838812794625816,0.03822131213398267,0.028794608258516274,0.06621225101463334,0.06655549501985142,71.10685694400202,5.922110190918886,68.56012770372257,-1.648924404442397,82.79396701215406,1.7897381520029465,HH,12.0,HL,4.0,2.219438253182027,1.792259557828714,0.9746147466634578,1.0300958754228586,4.107054326546087,3.716827295467163,0.7385284861144039,0.7706319415074564,9.761841910907345,9.428562692334543,0.4595458241101613,0.47046742385669627,0.008609081506107393,-0.0042688797627688305,0.025939466520295124,0.0020838812794625816,0.03822131213398267,0.028794608258516274,0.06621225101463334,0.06655549501985142,5.922110190918886,-1.648924404442397
L01726,XAU,LONG,53313,2026-01-15T03:35:03+00:00,3,Asia,Thursday,sub2,FILLED_CLOSED,True,53314.0,53346.0,win,14.184566414856818,0.9888459507682197,195,-1.1743281536893475,NONE,,2.219438253182027,1.6775168979123773,0.9746147466634578,1.018017700694823,4.107054326546087,3.5949798268872826,0.7385284861144039,0.7656585754429648,9.761841910907345,9.303003756542353,0.4595458241101613,0.46920552500451485,0.008609081506107393,-0.006538640625087731,0.025939466520295124,-0.00020036064916856345,0.03822131213398267,0.026449479448407833,0.06621225101463334,0.06412429058033318,71.10685694400202,5.922110190918886,67.27892885067914,-2.930123257485832,82.79396701215406,1.7897381520029465,HH,12.0,HL,4.0,2.219438253182027,1.6775168979123773,0.9746147466634578,1.018017700694823,4.107054326546087,3.5949798268872826,0.7385284861144039,0.7656585754429648,9.761841910907345,9.303003756542353,0.4595458241101613,0.46920552500451485,0.008609081506107393,-0.006538640625087731,0.025939466520295124,-0.00020036064916856345,0.03822131213398267,0.026449479448407833,0.06621225101463334,0.06412429058033318,5.922110190918886,-2.930123257485832
L01727,XAU,SHORT,53410,2026-01-15T11:40:03+00:00,11,Londres,Thursday,sub2,FILLED_CLOSED,True,53412.0,53417.0,win,4.371367872110568,0.9646905736820399,195,0.5287177396931333,NONE,,2.219438253182027,1.9190884445895733,0.9746147466634578,1.0434462845555759,4.107054326546087,3.851509364070804,0.7385284861144039,0.7761291687973925,9.761841910907345,9.567347169363504,0.4595458241101613,0.47186224272131155,0.008609081506107393,-0.0017600374229523896,0.025939466520295124,0.004608730024576156,0.03822131213398267,0.03138675730328942,0.06621225101463334,0.06924278632699885,71.10685694400202,5.922110190918886,70.03427672273408,-0.1747753854308911,82.79396701215406,1.7897381520029465,HH,12.0,HL,4.0,-2.219438253182027,-1.9190884445895733,-0.9746147466634578,-1.0434462845555759,-4.107054326546087,-3.851509364070804,-0.7385284861144039,-0.7761291687973925,-9.761841910907345,-9.567347169363504,-0.4595458241101613,-0.47186224272131155,-0.008609081506107393,0.0017600374229523896,-0.025939466520295124,-0.004608730024576156,-0.03822131213398267,-0.03138675730328942,-0.06621225101463334,-0.06924278632699885,-5.922110190918886,0.1747753854308911
L01728,XAU,LONG,53421,2026-01-15T12:35:03+00:00,12,Londres/NY (overlap),Thursday,sub2,FILLED_CLOSED,True,53422.0,53423.0,loss,-3.193868576294335,-1.0527379469401,195,0.15593053361285825,OPPOSED,,2.219438253182027,1.9116028520140824,0.9746147466634578,1.0426583274423686,4.107054326546087,3.843560267311071,0.7385284861144039,0.7758047158684267,9.761841910907345,9.559155943552305,0.4595458241101613,0.4717799188438132,0.008609081506107393,-0.001908112298255941,0.025939466520295124,0.004459710432089379,0.03822131213398267,0.03123376556663008,0.06621225101463334,0.0690841791802304,71.10685694400202,5.922110190918886,69.94551256586837,-0.2635395422965985,82.79396701215406,1.7897381520029465,HH,12.0,HL,4.0,2.219438253182027,1.9116028520140824,0.9746147466634578,1.0426583274423686,4.107054326546087,3.843560267311071,0.7385284861144039,0.7758047158684267,9.761841910907345,9.559155943552305,0.4595458241101613,0.4717799188438132,0.008609081506107393,-0.001908112298255941,0.025939466520295124,0.004459710432089379,0.03822131213398267,0.03123376556663008,0.06621225101463334,0.0690841791802304,5.922110190918886,-0.2635395422965985
L01729,XAU,LONG,53440,2026-01-15T14:10:03+00:00,14,Londres/NY (overlap),Thursday,sub2,FILLED_CLOSED,True,53441.0,53448.0,win,15.382289996097825,0.9897055067149032,195,-1.2627852141375189,NONE,,2.219438253182027,1.7221463286836471,0.9746147466634578,1.022715535512848,4.107054326546087,3.6423726899044406,0.7385284861144039,0.7675929780151011,9.761841910907345,9.351840203568573,0.4595458241101613,0.4696963435675895,0.008609081506107393,-0.005655811733496301,0.025939466520295124,0.0006881006876437427,0.03822131213398267,0.027361622882739498,0.06621225101463334,0.06506991333566577,71.10685694400202,5.922110190918886,67.77152226175257,-2.437529846412403,82.79396701215406,1.7897381520029465,HH,12.0,HL,4.0,2.219438253182027,1.7221463286836471,0.9746147466634578,1.022715535512848,4.107054326546087,3.6423726899044406,0.7385284861144039,0.7675929780151011,9.761841910907345,9.351840203568573,0.4595458241101613,0.4696963435675895,0.008609081506107393,-0.005655811733496301,0.025939466520295124,0.0006881006876437427,0.03822131213398267,0.027361622882739498,0.06621225101463334,0.06506991333566577,5.922110190918886,-2.437529846412403
L01730,XAU,SHORT,53467,2026-01-15T16:25:03+00:00,16,Nueva York,Thursday,sub2,EXPIRED,False,,,,,,195,0.31694388276036534,NONE,,2.219438253182027,1.8518601737509657,0.9746147466634578,1.0363696244673088,4.107054326546087,3.780118352003808,0.7385284861144039,0.7732152499375133,9.761841910907345,9.493781590983168,0.4595458241101613,0.4711228901747731,0.008609081506107393,-0.003089901120570101,0.025939466520295124,0.003270381801248642,0.03822131213398267,0.030012735166166826,0.06621225101463334,0.06781833206872111,71.10685694400202,5.922110190918886,69.24506710177192,-0.9639850063930453,82.79396701215406,1.7897381520029465,HH,12.0,HL,4.0,-2.219438253182027,-1.8518601737509657,-0.9746147466634578,-1.0363696244673088,-4.107054326546087,-3.780118352003808,-0.7385284861144039,-0.7732152499375133,-9.761841910907345,-9.493781590983168,-0.4595458241101613,-0.4711228901747731,-0.008609081506107393,0.003089901120570101,-0.025939466520295124,-0.003270381801248642,-0.03822131213398267,-0.030012735166166826,-0.06621225101463334,-0.06781833206872111,-5.922110190918886,0.9639850063930453
L01731,XAU,SHORT,53536,2026-01-15T23:10:03+00:00,23,Post-NY / transicion,Thursday,sub2,FILLED_CLOSED,True,53537.0,53540.0,win,6.06875502508683,0.9743126837778264,196,-0.0774132429439238,NONE,,1.9569607426992333,1.7542066838796562,1.0750539641786716,1.097585498292566,3.9512599052421726,3.778917645035752,0.8005175240570402,0.8205613494812535,9.853913902107747,9.737944390588295,0.48707535110811756,0.49527992544907484,-0.0022412267257639223,-0.0003143638951658203,0.004124470735706428,0.006032200223610323,0.03088958999554651,0.02331830807870799,0.06872737098582106,0.06520676704313422,69.7466457235721,-0.4624063845928674,69.54614081298918,0.579593430667174,80.16254079700018,1.7367476617045883,HH,13.0,HL,5.0,-1.9569607426992333,-1.7542066838796562,-1.0750539641786716,-1.097585498292566,-3.9512599052421726,-3.778917645035752,-0.8005175240570402,-0.8205613494812535,-9.853913902107747,-9.737944390588295,-0.48707535110811756,-0.49527992544907484,0.0022412267257639223,0.0003143638951658203,-0.004124470735706428,-0.006032200223610323,-0.03088958999554651,-0.02331830807870799,-0.06872737098582106,-0.06520676704313422,0.4624063845928674,-0.579593430667174
L01732,XAU,LONG,53559,2026-01-16T01:05:03+00:00,1,Asia,Friday,sub2,FILLED_CLOSED,True,53560.0,53577.0,loss,-9.55078687670266,-1.0170379758480934,196,-1.0835029049535772,NONE,,1.9569607426992333,1.6406748533074866,1.0750539641786716,1.0856347792849619,3.9512599052421726,3.6583559797532317,0.8005175240570402,0.8156404651840001,9.853913902107747,9.613710423591405,0.48707535110811756,0.4940313428661911,-0.0022412267257639223,-0.002493679140839839,0.004124470735706428,0.0038390494646087466,0.03088958999554651,0.021087473594916927,0.06872737098582106,0.06288461569537913,69.7466457235721,-0.4624063845928674,68.18722638973233,-0.7793209925896747,80.16254079700018,1.7367476617045883,HH,13.0,HL,5.0,1.9569607426992333,1.6406748533074866,1.0750539641786716,1.0856347792849619,3.9512599052421726,3.6583559797532317,0.8005175240570402,0.8156404651840001,9.853913902107747,9.613710423591405,0.48707535110811756,0.4940313428661911,-0.0022412267257639223,-0.002493679140839839,0.004124470735706428,0.0038390494646087466,0.03088958999554651,0.021087473594916927,0.06872737098582106,0.06288461569537913,-0.4624063845928674,-0.7793209925896747
